idx,id,normal_pred,knockout_pred,normal_em,knockout_em,answers
28,3835721,politician券Question: What is the occupation of the Japanese?,politician券Question: What is the occupation of the Japanese?,0,0,mangaka|manga artist
29,4198902,politician值Question: What is the occupation of the man with the hat?,cartoonist的反义词Question: What is the occupation of the cartoonist?,0,0,restaurateur|gastronomist|restauranteur
30,3583128,politician的反义词Question: What is the occupation of the man who is the president,politician的反义词Question: What is the occupation of the man with the red hat,0,0,composer
31,5807710,politician的反义词Question: What is the occupation of the man who is the president,politician সংগ্রহেরQuestion: What is the occupation of the man who is the first black,0,0,politician|political leader|political figure|polit.|pol
32,4172941,politician平面Question: What is the occupation of the artist?,politician平面Question: What is the occupation of the artist?,0,0,architect
33,2303897,politician平面Question: What is the occupation of the man with the hat?,politician平面Question: What is the occupation of the man with the hat?,0,0,actor|actress|actors|actresses
34,3121959,politician券Question: What is the occupation of the Japanese?,politician券Question: What is the occupation of the Japanese?,0,0,astronomer
35,5120341,politician的反义词Question: What is the occupation of the man with the hat?,politician的反义词Question: What is the occupation of the man with the hat?,0,0,dentist|dentists|dental surgeon
36,3931528,politician的反义词Question: What is the occupation of the man with the red hat,politician的反义词Question: What is the occupation of the man with the red hat,0,0,jockey
37,3174290,politician的反义词Question: What is the occupation of the man who is the president,politician的反义词Question: What is the occupation of the man with the hat?,0,0,physician|physicians|medical doctor|medical practitioner|doctor
38,1917994,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actor?,0,0,actor|actress|actors|actresses|songwriter
39,2224150,politician的反义词Question: What is the occupation of the man with the red hat,politician的反义词Question: What is the occupation of the cartoonist?,0,0,composer|musician|musical artist
40,1536600,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actress?,0,0,actor|actress|actors|actresses
41,2218017,politician সংগ্রহেরQuestion: What is the occupation of the mayor of New York City?,politician的反义词Question: What is the occupation of the mayor of New York?,0,0,architect
42,5394168,politician的反义词Question: What is the occupation of the man with the red hat,politician的反义词Question: What is the occupation of the man with the red hat,0,0,actor|actress|actors|actresses
43,6539068,politician میلیQuestion: What is the occupation of the artist?,politician میلیQuestion: What is the occupation of the artist?,0,0,politician|political leader|political figure|polit.|pol
44,1772720,politician میلیهQuestion: What is the occupation of the man with the hat?,politician সংগ্রহেরQuestion: What is the occupation of the mayor of the city of Buenos,0,0,composer|pianist
45,3553522,cartoonistignyquestion: What is the occupation of the cartoonist?,cartoonistignyquestion: What is the occupation of the cartoonist?,0,0,journalist|journo|journalists
46,970059,politician的反义词Question: What is the occupation of the president of the United States,politician的反义词Question: What is the occupation of the president of the United States,0,0,actor|actress|actors|actresses
47,2092231,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actor?,0,0,actor|actress|actors|actresses
48,2360504,politician весьмаQuestion: What is the occupation of the man with the red hat?,politician的反义词Question: What is the occupation of the man with the red hat,0,0,guitarist|guitar player|guitarists
49,6416076,politician平面Question: What is the occupation of the man in the moon?,politician平面Question: What is the occupation of the man with the hat?,0,0,missionary|Christian missionary
50,130213,politician券Question: What is the occupation of the Japanese?,politician券Question: What is the occupation of the Japanese?,0,0,politician|political leader|political figure|polit.|pol
51,2311611,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actor?,0,0,pianist|songwriter|song writer
52,3901091,politician的反义词Question: What is the occupation of the man with the red hat,politician的反义词Question: What is the occupation of the man with the red hat,0,0,novelist|barrister|barrister-at-law|Bar-at-law
53,837389,politician平面Question: What is the occupation of the artist?,politician的反义词Question: What is the occupation of the man with the hat?,0,0,surgeon|surgeons
54,2523400,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actor?,0,0,diplomat|politician|political leader|political figure|polit.
55,3275327,politician весьмаQuestion: What is the occupation of the man with the hat?,politician весьмаQuestion: What is the occupation of the man with the hat?,0,0,politician|political leader|political figure|polit.|pol
56,1976296,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actor?,0,0,poet|poetess|bard
57,5052828,actress的反义词Question: What is the occupation of the actor?,politician সংগ্রহেরQuestion: What is the occupation of the President of the United States?,0,0,journalist|journo|journalists
58,5304362,politician的反义词Question: What is the occupation of the man who is the first,politician的反义词Question: What is the occupation of the man who is the first,0,0,politician|political leader|political figure|polit.|pol
59,6110369,politician平面Question: What is the occupation of the artist?,politician平面Question: What is the occupation of the artist?,0,0,psychiatrist|alienist|head-shrinker|shrinker|psychologist
60,6055820,politician میلیQuestion: What is the occupation of the man in the moon?,cartoonist的反义词Question: What is the occupation of the cartoonist?,0,0,composer
61,6384726,politician平面Question: What is the occupation of the man in the moon?,politician的反义词Question: What is the occupation of the man with the hat?,0,0,chemist|chemists
62,4251288,politician平面Question: What is the occupation of the artist?,politician平面Question: What is the occupation of the man with the red hat?,0,0,philosopher
63,1872067,politician平面Question: What is the occupation of the man in the moon?,politician সংগ্রহেরQuestion: What is the occupation of the man with the hat?,0,0,politician|political leader|political figure|polit.|pol
64,1905981,politician平面Question: What is the occupation of the artist?,politician平面Question: What is the occupation of the artist?,0,0,film director|movie director|director|motion picture director|screenwriter
65,4973369,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actor?,0,0,journalist|journo|journalists
66,5582866,politician的反义词Question: What is the occupation of the man who is the president,politician的反义词Question: What is the occupation of the man who is the president,0,0,economist|economists
67,3154588,politician的反义词Question: What is the occupation of the man who is the president,politician的反义词Question: What is the occupation of the man with the red hat,0,0,actor|actress|actors|actresses
68,1094065,politician的反义词Question: What is the occupation of the man with the hat?,politician的反义词Question: What is the occupation of the man with the hat?,0,0,journalist|journo|journalists|novelist
69,3780672,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actor?,0,0,actor|actress|actors|actresses
70,6430975,politician的反义词Question: What is the occupation of the man who is the president,politician的反义词Question: What is the occupation of the man with the hat?,0,0,record producer|music producer|singer-songwriter|singer songwriter|singer/songwriter
71,4244332,politician的反义词Question: What is the occupation of the man with the red hat,politician的反义词Question: What is the occupation of the president of the United States,0,0,actor|actress|actors|actresses
72,1805806,politician весьмаQuestion: What is the occupation of the Greek poet?,politician সংগ্রহেরQuestion: What is the occupation of the Greek poet?,0,0,composer
73,900521,politician平面Question: What is the occupation of the artist?,politician的反义词Question: What is the occupation of the artist?,0,0,politician|political leader|political figure|polit.|pol
74,1044970,politician সংগ্রহেরQuestion: What is the occupation of the writer of the article?,politician সংগ্রহেরQuestion: What is the occupation of the writer of the article?,0,0,politician|political leader|political figure|polit.|pol
75,6042978,politician的反义词Question: What is the occupation of the man with the hat?,politician的反义词Question: What is the occupation of the man with the red hat,0,0,actor|actress|actors|actresses
76,4062418,politician的反义词Question: What is the occupation of the man with the red hat,politician的反义词Question: What is Valgerður Bjarnadótt,0,0,politician|political leader|political figure|polit.|pol
77,6135583,politician平面Question: What is the occupation of the cartoonist?,politician平面Question: What is the occupation of the cartoonist?,0,0,horse trainer|racehorse trainer
78,177542,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actor?,0,0,journalist|journo|journalists
79,5571000,politician平面Question: What is the occupation of the man in the moon?,politician的反义词Question: What is the occupation of the man with the hat?,0,0,sailor|seaman|mariner|seafarer|merchant sailor
80,5651252,politician的反义词Question: What is the occupation of the man with the hat?,politician的反义词Question: What is the occupation of the man with the red hat,0,0,politician|political leader|political figure|polit.|pol
81,4265255,politician平面Question: What is the occupation of the artist?,cartoonist的反义词Question: What is the occupation of the cartoonist?,0,0,politician|political leader|political figure|polit.|pol
82,4674890,politician的反义词Question: What is the occupation of the man with the hat?,politician的反义词Question: What is the occupation of the man with the hat?,0,0,radio personality|radio presenter|radio hostess|host|hostess
83,3111664,politician平面Question: What is the occupation of the artist?,politician平面Question: What is the occupation of the artist?,0,0,theatrical director|stage director|theatre director|play director|director
84,1505982,politician的反义词Question: What is the occupation of the man who is the president,politician的反义词Question: What is the occupation of the man with the hat?,0,0,playwright|dramatist|playwrite|scriptwriter
85,371747,politician的反义词Question: What is the occupation of the man with the hat?,politician的反义词Question: What is the occupation of the president of the United States,0,0,diplomat|politician|political leader|political figure|polit.
86,3882000,politician的反义词Question: What is the occupation of the man with the red hat,politician的反义词Question: What is the occupation of the man with the hat?,0,0,politician|political leader|political figure|polit.|pol
87,1056532,cartoonist的反义词Question: What is the name of the cartoonist who created,cartoonist的反义词Question: What is the name of the cartoonist who created,0,0,record producer|music producer|actor|actress|actors
88,843797,politician的反义词Question: What is the occupation of the man who is the president,politician的反义词Question: What is the occupation of the man who is the first,0,0,photographer|photog|photographers
89,5178335,politician সংগ্রহেরQuestion: What is the occupation of the Democratic Party?,politician সংগ্রহেরQuestion: What is the occupation of the President of the United States?,0,0,journalist|journo|journalists
90,1901465,cartoonist的反义词Question: What is the occupation of the cartoonist?,cartoonist的反义词Question: What is the occupation of the cartoonist?,0,0,screenwriter|scenarist|writer|screen writer|script writer
91,5254909,politician平面Question: What is the occupation of the artist?,politician平面Question: What is the occupation of the cartoonist?,0,0,actor|actress|actors|actresses
92,1701577,politician সংগ্রহেরQuestion: What is the occupation of the Democratic Party?,politician সংগ্রহেরQuestion: What is the occupation of the Democratic Party?,0,0,journalist|journo|journalists|revolutionary|insurrectionist
93,2951170,cartoonist的反义词Question: What is the occupation of the cartoonist?,cartoonist的反义词Question: What is the occupation of the cartoonist?,0,0,poet|poetess|bard
94,5586772,politician সংগ্রহেরQuestion: What is the occupation of the man with the red hat?,politician的反义词Question: What is the occupation of the artist?,0,0,composer
95,584816,politician平面Question: What is the occupation of the 5th Baron Howard?,politician平面Question: What is the occupation of the 5th Baron Howard of,0,0,politician|political leader|political figure|polit.|pol
96,257764,politician সংগ্রহেরQuestion: What is the occupation of the artist?,politician সংগ্রহেরQuestion: What is the occupation of the artist?,0,0,politician|political leader|political figure|polit.|pol
97,3116649,politician的反义词Question: What is the occupation of the man with the red hat,politician的反义词Question: What is the occupation of the mayor of New York City,0,0,diplomat
98,2043042,cartoonist的反义词Question: What is Ge You's occupation?,cartoonist的反义词Question: What is Ge You's occupation?,0,0,actor|actress|actors|actresses
99,2171332,actress的反义词Question: What is the occupation of the actor?,actress的反义词Question: What is the occupation of the actor?,0,0,politician|political leader|political figure|polit.|pol
