idx,id,normal_nll,knockout_nll,delta_knockout_minus_normal,normal_tokens,knockout_tokens,normal_answer,knockout_answer
105,tc_1210,2.491992712020874,2.390821933746338,-0.10117077827453613,5,5,Peter O’Toole,Peter O’Toole
106,tc_1243,6.457513809204102,6.240710258483887,-0.21680355072021484,2,2,Daughters,Daughters
107,tc_1250,4.2317728996276855,4.116385459899902,-0.1153874397277832,6,6,Martina Hingisova,Martina Hingisova
108,tc_1254,3.5000839233398438,3.56014347076416,0.060059547424316406,8,8,ISO 3166-1:BE,ISO 3166-1:BE
109,tc_1284,1.5294147729873657,1.5954699516296387,0.06605517864227295,4,4,April 30th,April 30th
110,tc_1313,3.242950916290283,3.125771999359131,-0.11717891693115234,4,4,"Colorado, United States","Colorado, United States"
111,tc_1321,4.401834964752197,4.3287129402160645,-0.07312202453613281,3,3,The Ryder Cup,The Ryder Cup
112,tc_1323,2.7419278621673584,2.716479778289795,-0.025448083877563477,5,5,Vienna (Austria),Vienna (Austria)
113,tc_1324,4.802532196044922,4.877976417541504,0.07544422149658203,2,2,13,13
114,tc_1328,3.4861392974853516,3.397784948348999,-0.08835434913635254,6,6,Guess Who's Coming to Dinner,Guess Who's Coming to Dinner
115,tc_1331,5.617153167724609,5.6128973960876465,-0.004255771636962891,6,6,Gary Lewis and the Playboys,Gary Lewis and the Playboys
116,tc_1333,3.8796045780181885,3.9108004570007324,0.031195878982543945,8,8,ISO 3166-1:SE,ISO 3166-1:SE
117,tc_1340,2.1572651863098145,2.2123489379882812,0.0550837516784668,5,5,NEW ZEALAND,NEW ZEALAND
118,tc_1341,0.8081339597702026,0.8863722085952759,0.07823824882507324,5,5,Yuri Andropov,Yuri Andropov
119,tc_1348,3.871563196182251,3.8250229358673096,-0.046540260314941406,3,3,Baby buggy,Baby buggy
120,tc_1365,2.3381736278533936,2.3923754692077637,0.05420184135437012,5,5,"Gdańsk, Poland","Gdańsk, Poland"
121,tc_1387,3.669447422027588,3.7764267921447754,0.1069793701171875,4,4,Anna Mae Bullock,Anna Mae Bullock
122,tc_1421,1.2327622175216675,1.1297814846038818,-0.10298073291778564,2,2,Harrison Ford,Harrison Ford
123,tc_1442,3.875598430633545,3.867426633834839,-0.008171796798706055,9,9,Roger Maris' 61 home run season,Roger Maris' 61 home run season
124,tc_1456,2.1487011909484863,2.1540603637695312,0.005359172821044922,4,4,The Philadelphia Phillies,The Philadelphia Phillies
125,tc_1468,4.573670387268066,4.665921688079834,0.09225130081176758,2,2,12,12
126,tc_1484,3.957267999649048,3.9486184120178223,-0.008649587631225586,4,4,Rocky Marciano,Rocky Marciano
127,tc_1485,4.380863189697266,4.410290718078613,0.029427528381347656,8,8,ISO 3166-1:SE,ISO 3166-1:SE
128,tc_1516,2.9060797691345215,3.024791717529297,0.11871194839477539,8,8,"Baltimore, Maryland, United States of America","Baltimore, Maryland, United States of America"
129,tc_1535,3.079543113708496,3.026992082595825,-0.0525510311126709,3,3,Men's Basketball,Men's Basketball
130,tc_1537,2.964658737182617,2.888287305831909,-0.07637143135070801,5,6,Superman (Clark Kent),Superman (fictional character)
131,tc_1542,4.663945198059082,4.664974689483643,0.0010294914245605469,6,6,Boston Braves (disambiguation),Boston Braves (disambiguation)
132,tc_1602,4.612973213195801,4.494180202484131,-0.11879301071166992,5,5,Splendor in the Grass,Splendor in the Grass
133,tc_1606,4.115740776062012,4.017255783081055,-0.09848499298095703,4,4,Debra Winger,Debra Winger
134,tc_1609,3.6197547912597656,3.6357831954956055,0.016028404235839844,9,9,Mickey Dolenz (The Monkees),Mickey Dolenz (The Monkees)
135,tc_1620,2.497748374938965,2.4539794921875,-0.043768882751464844,4,4,Tom Selleck,Tom Selleck
136,tc_1622,3.030876874923706,2.9825222492218018,-0.0483546257019043,5,5,Amos ‘n’ Andy,Amos ‘n’ Andy
137,tc_1623,5.9146857261657715,5.8618550300598145,-0.05283069610595703,3,3,John Astin,John Astin
138,tc_1635,6.285560607910156,6.25115966796875,-0.03440093994140625,4,4,Florence Hendersen,Florence Hendersen
139,tc_1686,0.6019143462181091,0.5827164053916931,-0.019197940826416016,3,3,Woodrow Wilson,Woodrow Wilson
140,tc_1693,3.512406349182129,3.5260567665100098,0.01365041732788086,4,4,Pete Sampras,Pete Sampras
141,tc_1699,4.910046577453613,5.082209587097168,0.1721630096435547,4,4,Sister-in-Law,Sister-in-Law
142,tc_1700,3.281398057937622,3.303431749343872,0.02203369140625,3,3,4 years,4 years
143,tc_1702,7.236761569976807,7.330911159515381,0.09414958953857422,5,5,to suijutsu,to suijutsu
144,tc_1704,4.367588520050049,4.2841410636901855,-0.08344745635986328,2,2,The French,The French
145,tc_1730,6.106790065765381,6.2873215675354,0.18053150177001953,3,3,Paddler,Paddler
146,tc_1735,3.2952628135681152,3.113863945007324,-0.18139886856079102,2,2,3,3
147,tc_1754,2.985379219055176,2.9080841541290283,-0.07729506492614746,3,3,Junk mail,Junk mail
148,tc_1773,1.2789779901504517,1.2310311794281006,-0.047946810722351074,5,5,The United States of America,The United States of America
149,tc_1798,2.3817031383514404,2.3885204792022705,0.006817340850830078,3,3,1905,1905
150,tc_1816,5.230525016784668,5.29979133605957,0.06926631927490234,2,2,Frank Harris,Frank Harris
151,tc_1826,5.188874244689941,5.158013820648193,-0.030860424041748047,8,8,Rapture (Protestant belief),Rapture (Protestant belief)
152,tc_1858,3.7939791679382324,3.80499267578125,0.011013507843017578,9,9,"Kansas City, MO-KS Metropolitan Statistical Area","Kansas City, MO-KS Metropolitan Statistical Area"
153,tc_1859,1.3684806823730469,1.2948784828186035,-0.07360219955444336,3,3,"Cleveland, Ohio","Cleveland, Ohio"
154,tc_1865,1.8429312705993652,1.8037554025650024,-0.03917586803436279,6,6,1930-1939,1930-1939
155,tc_1867,3.9131808280944824,3.8982555866241455,-0.014925241470336914,14,14,ቀይሕ ባሕሪ,ቀይሕ ባሕሪ
156,tc_1888,6.298513889312744,6.530412673950195,0.23189878463745117,2,2,Presley,Presley
157,tc_1914,1.1331007480621338,1.1728652715682983,0.03976452350616455,7,7,The People’s Republic of China,The People’s Republic of China
158,tc_1921,5.886478424072266,5.852805137634277,-0.03367328643798828,4,4,Victor Edelstein,Victor Edelstein
159,tc_1924,1.1996784210205078,1.2018029689788818,0.0021245479583740234,5,5,Yasser Arafat,Yasser Arafat
160,tc_1938,2.7636213302612305,2.575101375579834,-0.18851995468139648,2,2,South Africa,South Africa
161,tc_1943,2.765528440475464,2.703404426574707,-0.062124013900756836,4,4,Arab Republic of Egypt,Arab Republic of Egypt
162,tc_1944,1.1424990892410278,1.181007742881775,0.03850865364074707,5,5,Myanmar (Burma),Burma (Myanmar)
163,tc_1945,4.900344371795654,4.981498718261719,0.08115434646606445,6,6,Chaplin (disambiguation),Chaplin (disambiguation)
164,tc_1968,4.928855895996094,4.845073699951172,-0.08378219604492188,5,5,History of discotheques,History of discotheques
165,tc_1973,4.513769149780273,4.50101900100708,-0.01275014877319336,16,16,Sur les toits (cambrioleurs et gendarmes),Sur les toits (cambrioleurs et gendarmes)
166,tc_1977,1.2714385986328125,1.2959635257720947,0.024524927139282227,4,4,The Second World War,The Second World War
167,tc_2020,3.162757158279419,3.209700584411621,0.04694342613220215,3,3,8%,8%
168,tc_2031,2.714158296585083,2.6929943561553955,-0.0211639404296875,6,6,"Maastricht, the Netherlands","Maastricht, the Netherlands"
169,tc_2032,2.727651596069336,2.682180881500244,-0.0454707145690918,5,5,"Rheims, France","Rheims, France"
170,tc_2063,1.7081372737884521,1.672029733657837,-0.036107540130615234,9,9,"Paris, Île-de-France, France","Paris, Île-de-France, France"
171,tc_2090,3.7222847938537598,3.5611464977264404,-0.16113829612731934,4,4,Ub Iwerks,Ub Iwerks
172,tc_2097,3.960623025894165,4.008615970611572,0.04799294471740723,2,2,Julie Andrews,Julie Andrews
173,tc_2111,6.460129737854004,6.462893009185791,0.0027632713317871094,4,4,Barbara Jean Morehead,Barbara Jean Morehead
174,tc_2114,4.828491687774658,4.757224082946777,-0.07126760482788086,1,1,Orange,Orange
175,tc_2116,4.141607761383057,4.044759273529053,-0.0968484878540039,3,3,The Atlantic Ocean,The Atlantic Ocean
176,tc_2128,5.476134300231934,5.394455909729004,-0.08167839050292969,4,4,Chess (game),Chess (game)
177,tc_2145,5.593522548675537,5.720210552215576,0.12668800354003906,2,2,Debbie Jackson,Debbie Jackson
178,tc_2167,1.9368816614151,1.926733374595642,-0.010148286819458008,5,5,"Pittsburgh, Pennsylvania, USA","Pittsburgh, Pennsylvania, USA"
179,tc_2182,3.8230063915252686,3.8298230171203613,0.0068166255950927734,10,10,"When I'm good, I'm very good...","When I'm good, I'm very good..."
180,tc_2191,4.210174083709717,4.192295551300049,-0.01787853240966797,3,3,Bobby Vinton,Bobby Vinton
181,tc_2202,5.1558074951171875,5.172934532165527,0.017127037048339844,3,3,I.S.,I.S.
182,tc_2208,1.9235100746154785,1.9119787216186523,-0.011531352996826172,8,8,"Philadelphia, Pennsylvania, U.S.A.","Philadelphia, Pennsylvania, U.S.A."
183,tc_2218,2.60062575340271,2.527801752090454,-0.07282400131225586,3,3,Apollo 17,Apollo 17
184,tc_2222,1.081767201423645,1.1678352355957031,0.0860680341720581,13,13,"George W. Bush, 43rd President of the United States","George W. Bush, 43rd President of the United States"
185,tc_2229,2.1649727821350098,2.0661349296569824,-0.09883785247802734,5,5,Ezer Weizmann,Ezer Weizmann
186,tc_2236,0.9122341275215149,0.8525867462158203,-0.05964738130569458,5,5,Reinhard Heydrich,Reinhard Heydrich
187,tc_2244,3.5200891494750977,3.3712120056152344,-0.14887714385986328,1,1,Marcos,Marcos
188,tc_2250,3.108761787414551,3.0200605392456055,-0.08870124816894531,3,3,Earthquakes,Earthquakes
189,tc_2252,1.7437715530395508,1.9632192850112915,0.21944773197174072,1,1,Texas,Texas
190,tc_2256,3.758162260055542,3.7950797080993652,0.03691744804382324,7,4,Wisconsin (U.S. state),The Badger State
191,tc_2257,3.470937728881836,3.2852742671966553,-0.18566346168518066,1,1,December,December
192,tc_2265,3.590153932571411,3.9195985794067383,0.32944464683532715,2,2,His wife,His wife
193,tc_2270,2.737307548522949,2.7099971771240234,-0.02731037139892578,2,2,21,21
194,tc_2280,3.117513418197632,3.1986138820648193,0.0811004638671875,7,7,Belle Fourche and Cheyenne,Belle Fourche and Cheyenne
195,tc_2287,2.1487958431243896,2.1773059368133545,0.028510093688964844,3,3,1929,1929
196,tc_2295,2.444354772567749,2.5968940258026123,0.15253925323486328,7,5,U.S. state of New York,The State of New York
197,tc_2299,5.417825222015381,5.452504634857178,0.034679412841796875,5,5,Shot (alcohol),Shot (alcohol)
198,tc_2300,2.1164402961730957,2.067072629928589,-0.049367666244506836,5,5,The Caped Crusader,The Caped Crusader
199,tc_2306,2.477860450744629,2.424046277999878,-0.05381417274475098,3,3,Lee Harvey Oswald,Lee Harvey Oswald
